S.No,State,Year_,Causes,Education_status,Means_adopted,Professional_Profile,Social_Status,Gender,Age_group,Number_of_suicides
552,A & N Islands,2003,Poverty,No Education,No,Student,Never Married,M,0-14,0
553,A & N Islands,2003,Unemployment,Primary,No,Unemployed,Never Married,M,0-14,0
554,A & N Islands,2003,Cancellation/Non-Settlement of Marriage,No Education,No,Student,Never Married,M,0-14,0
555,A & N Islands,2003,Love Affairs,Middle,No,Student,Married,M,0-14,0
556,A & N Islands,2003,Physical Abuse (Rape/Incest Etc.),No Education,No,Unemployed,Never Married,M,0-14,0
557,A & N Islands,2003,Failure in Examination,No Education,No,Farming/Agriculture Activity,Never Married,M,0-14,0
558,A & N Islands,2003,Other Causes,No Education,No,Farming/Agriculture Activity,Never Married,M,0-14,0
559,A & N Islands,2003,Professional/Career Problem,Middle,No,Student,Never Married,M,0-14,0
560,A & N Islands,2003,Property Dispute,No Education,No,Unemployed,Never Married,M,0-14,0
561,A & N Islands,2003,Cancer,Primary,No,Student,Never Married,M,0-14,0
562,A & N Islands,2003,Drug Abuse/Addiction,No Education,No,Farming/Agriculture Activity,Never Married,M,0-14,0
563,A & N Islands,2003,Not having Children,No Education,No,Student,Never Married,M,0-14,0
564,A & N Islands,2003,Dowry Dispute,No Education,No,Farming/Agriculture Activity,Seperated,M,0-14,0
565,A & N Islands,2003,Ideological Causes/Hero Worshipping,No Education,No,Student,Never Married,M,0-14,0
566,A & N Islands,2003,Other Prolonged Illness,No Education,No,Student,Never Married,M,0-14,0
567,A & N Islands,2003,Divorce,Primary,No,Student,Divorcee,M,0-14,0
568,A & N Islands,2003,Illness (Aids/STD),No Education,No,Farming/Agriculture Activity,Never Married,M,0-14,0
569,A & N Islands,2003,Bankruptcy or Sudden change in Economic Status,No Education,No,Farming/Agriculture Activity,Never Married,M,0-14,0
570,A & N Islands,2003,Illegitimate Pregnancy,No Education,No,Farming/Agriculture Activity,Married,M,0-14,0
571,A & N Islands,2003,Paralysis,Primary,No,Student,Married,M,0-14,0
572,A & N Islands,2003,Family Problems,No Education,No,Farming/Agriculture Activity,Never Married,M,0-14,0
573,A & N Islands,2003,Divorce,Middle,No,Student,Divorcee,M,0-14,0
574,A & N Islands,2003,Illegitimate Pregnancy,No Education,No,Unemployed,Widowed,F,15-29,0
575,A & N Islands,2003,Property Dispute,Middle,No,Student,Married,F,15-29,0
576,A & N Islands,2003,Suspected/Illicit Relation,No Education,No,Farming/Agriculture Activity,Married,F,15-29,0
577,A & N Islands,2003,Death of Dear Person,No Education,By Over Alcoholism,Self Employed,Widowed,F,15-29,1
578,A & N Islands,2003,Drug Abuse/Addiction,Graduate,No,Public Sector Undertaking,Married,F,15-29,0
579,A & N Islands,2003,Cancellation/Non-Settlement of Marriage,No Education,No,Self Employed,Married,F,15-29,0
580,A & N Islands,2003,Professional/Career Problem,Diploma,By Over Alcoholism,Unemployed,Never Married,F,15-29,1
581,A & N Islands,2003,Love Affairs,Primary,No,Farming/Agriculture Activity,Married,F,15-29,0
582,A & N Islands,2003,Not having Children,Primary,By Drowning,House Wife,Married,F,15-29,2
583,A & N Islands,2003,Paralysis,Primary,By touching electric wires,Unemployed,Never Married,F,15-29,1
584,A & N Islands,2003,Ideological Causes/Hero Worshipping,Middle,No,Self Employed,Married,F,15-29,0
585,A & N Islands,2003,Unemployment,Hr. Secondary/Intermediate/Pre-Universit,No,House Wife,Married,F,15-29,0
586,A & N Islands,2003,Dowry Dispute,No Education,No,Student,Married,F,15-29,0
587,A & N Islands,2003,Physical Abuse (Rape/Incest Etc.),No Education,No,Farming/Agriculture Activity,Married,F,15-29,0
588,A & N Islands,2003,Other Prolonged Illness,Diploma,No,House Wife,Married,F,15-29,0
589,A & N Islands,2003,Fall in Social Reputation,No Education,By Over Alcoholism,Self Employed,Married,F,15-29,4
590,A & N Islands,2003,Family Problems,No Education,No,Farming/Agriculture Activity,Never Married,F,15-29,0
591,A & N Islands,2003,Other Causes,No Education,By Machine,Self Employed,Married,F,15-29,9
592,A & N Islands,2003,Causes Not known,Hr. Secondary/Intermediate/Pre-Universit,By Self Infliction of injury,House Wife,Married,F,15-29,2
593,A & N Islands,2003,Cancer,No Education,By Consuming Other Poison,House Wife,Married,F,15-29,5
594,A & N Islands,2003,Failure in Examination,Primary,No,Farming/Agriculture Activity,Married,F,15-29,0
595,A & N Islands,2003,Poverty,No Education,No,Unemployed,Married,F,15-29,0
596,A & N Islands,2003,Bankruptcy or Sudden change in Economic Status,Hr. Secondary/Intermediate/Pre-Universit,No,Self Employed,Married,F,15-29,0
597,A & N Islands,2003,Illness (Aids/STD),Middle,No,Farming/Agriculture Activity,Widowed,F,15-29,0
598,A & N Islands,2003,Insanity/Mental Illness,No Education,No,House Wife,Married,F,15-29,0
599,A & N Islands,2003,Family Problems,Middle,By Hanging,Service (Private),Married,F,15-29,3
600,A & N Islands,2003,Other Causes,No Education,By Hanging,Unemployed,Married,M,15-29,5
601,A & N Islands,2003,Other Prolonged Illness,Hr. Secondary/Intermediate/Pre-Universit,By Jumping from (Other sites),Service (Government),Married,M,15-29,5
602,A & N Islands,2003,Illness (Aids/STD),No Education,By Drowning or By Consuming Other Poison,House Wife,Married,M,15-29,1
603,A & N Islands,2003,Professional/Career Problem,No Education,No,Unemployed,Never Married,M,15-29,0
604,A & N Islands,2003,Property Dispute,Primary,No,Farming/Agriculture Activity,Married,M,15-29,0
605,A & N Islands,2003,Bankruptcy or Sudden change in Economic Status,No Education,No,Self Employed,Married,M,15-29,0
606,A & N Islands,2003,Illegitimate Pregnancy,Middle,No,Service (Private),Married,M,15-29,0
607,A & N Islands,2003,Insanity/Mental Illness,No Education,No,Student,Never Married,M,15-29,0
608,A & N Islands,2003,Cancer,Graduate,No,Public Sector Undertaking,Married,M,15-29,0
609,A & N Islands,2003,Divorce,Graduate,No,Service (Government),Divorcee,M,15-29,0
610,A & N Islands,2003,Dowry Dispute,Primary,No,Service (Private),Married,M,15-29,0
611,A & N Islands,2003,Not having Children,No Education,No,Self Employed,Married,M,15-29,0
612,A & N Islands,2003,Poverty,No Education,No,Farming/Agriculture Activity,Married,M,15-29,0
613,A & N Islands,2003,Suspected/Illicit Relation,Hr. Secondary/Intermediate/Pre-Universit,By Consuming Other Poison,Service (Private),Married,M,15-29,1
614,A & N Islands,2003,Causes Not known,No Education,No,Student,Married,M,15-29,0
615,A & N Islands,2003,Love Affairs,Graduate,By Overdose of sleeping pills,Service (Government),Married,M,15-29,3
616,A & N Islands,2003,Ideological Causes/Hero Worshipping,Graduate,By Drowning,Public Sector Undertaking,Married,M,15-29,6
617,A & N Islands,2003,Death of Dear Person,No Education,No,Farming/Agriculture Activity,Widowed,M,15-29,0
618,A & N Islands,2003,Unemployment,Hr. Secondary/Intermediate/Pre-Universit,No,Unemployed,Married,M,15-29,0
619,A & N Islands,2003,Fall in Social Reputation,No Education,No,Service (Private),Married,M,15-29,0
620,A & N Islands,2003,Paralysis,Graduate,By Consuming Insecticides,Service (Government),Never Married,M,15-29,1
621,A & N Islands,2003,Drug Abuse/Addiction,No Education,No,House Wife,Married,M,15-29,0
622,A & N Islands,2003,Failure in Examination,Primary,No,Student,Married,M,15-29,0
623,A & N Islands,2003,Cancellation/Non-Settlement of Marriage,No Education,By Self Infliction of injury,Farming/Agriculture Activity,Married,M,15-29,1
624,A & N Islands,2003,Physical Abuse (Rape/Incest Etc.),No Education,No,Unemployed,Married,M,15-29,0
625,A & N Islands,2003,Illness (Aids/STD),Hr. Secondary/Intermediate/Pre-Universit,No,Public Sector Undertaking,Widowed,M,15-29,0
626,A & N Islands,2003,Not having Children,No Education,No,Service (Private),Married,F,30-44,0
627,A & N Islands,2003,Causes Not known,Diploma,No,Public Sector Undertaking,Married,F,30-44,0
628,A & N Islands,2003,Physical Abuse (Rape/Incest Etc.),No Education,By Hanging,Unemployed,Married,F,30-44,1
629,A & N Islands,2003,Professional/Career Problem,Primary,No,Unemployed,Married,F,30-44,0
630,A & N Islands,2003,Family Problems,Hr. Secondary/Intermediate/Pre-Universit,No,Student,Married,F,30-44,0
631,A & N Islands,2003,Death of Dear Person,Graduate,By Fire/Self Immolation,Public Sector Undertaking,Married,F,30-44,1
632,A & N Islands,2003,Dowry Dispute,No Education,No,Farming/Agriculture Activity,Married,F,30-44,0
633,A & N Islands,2003,Ideological Causes/Hero Worshipping,Post Graduate and Above,No,Farming/Agriculture Activity,Married,F,30-44,0
634,A & N Islands,2003,Cancellation/Non-Settlement of Marriage,No Education,No,Self Employed,Married,F,30-44,0
635,A & N Islands,2003,Property Dispute,No Education,No,Unemployed,Married,F,30-44,0
636,A & N Islands,2003,Bankruptcy or Sudden change in Economic Status,No Education,No,Self Employed,Married,F,30-44,0
637,A & N Islands,2003,Illegitimate Pregnancy,Graduate,No,Service (Government),Never Married,F,30-44,0
638,A & N Islands,2003,Unemployment,Hr. Secondary/Intermediate/Pre-Universit,No,Self Employed,Married,F,30-44,0
639,A & N Islands,2003,Failure in Examination,Graduate,No,Public Sector Undertaking,Married,F,30-44,0
640,A & N Islands,2003,Poverty,No Education,No,Farming/Agriculture Activity,Married,F,30-44,0
641,A & N Islands,2003,Divorce,Graduate,No,Service (Government),Divorcee,F,30-44,0
642,A & N Islands,2003,Drug Abuse/Addiction,Graduate,No,Service (Government),Married,F,30-44,0
643,A & N Islands,2003,Love Affairs,Hr. Secondary/Intermediate/Pre-Universit,No,Unemployed,Never Married,F,30-44,0
644,A & N Islands,2003,Other Prolonged Illness,No Education,No,House Wife,Married,F,30-44,0
645,A & N Islands,2003,Fall in Social Reputation,Graduate,By Consuming Other Poison,House Wife,Married,F,30-44,3
646,A & N Islands,2003,Other Causes,Primary,By touching electric wires,House Wife,Married,F,30-44,1
647,A & N Islands,2003,Insanity/Mental Illness,No Education,By Consuming Insecticides,Farming/Agriculture Activity,Married,F,30-44,2
648,A & N Islands,2003,Suspected/Illicit Relation,Graduate,No,Public Sector Undertaking,Married,F,30-44,0
649,A & N Islands,2003,Cancer,No Education,No,House Wife,Married,F,30-44,0
650,A & N Islands,2003,Paralysis,Hr. Secondary/Intermediate/Pre-Universit,No,Unemployed,Widowed,F,30-44,0
651,A & N Islands,2003,Illness (Aids/STD),Graduate,No,House Wife,Married,F,30-44,0
652,A & N Islands,2003,Paralysis,No Education,No,Farming/Agriculture Activity,Never Married,M,30-44,0
653,A & N Islands,2003,Dowry Dispute,Post Graduate and Above,No,Public Sector Undertaking,Married,M,30-44,0
654,A & N Islands,2003,Insanity/Mental Illness,No Education,No,Unemployed,Married,M,30-44,0
655,A & N Islands,2003,Bankruptcy or Sudden change in Economic Status,No Education,By Over Alcoholism,Self Employed,Married,M,30-44,4
656,A & N Islands,2003,Love Affairs,No Education,No,Self Employed,Widowed,M,30-44,0
657,A & N Islands,2003,Other Causes,Middle,No,Farming/Agriculture Activity,Married,M,30-44,0
658,A & N Islands,2003,Ideological Causes/Hero Worshipping,No Education,By Drowning,Farming/Agriculture Activity,Married,M,30-44,5
659,A & N Islands,2003,Property Dispute,No Education,No,Farming/Agriculture Activity,Married,M,30-44,0
660,A & N Islands,2003,Failure in Examination,Graduate,No,Self Employed,Married,M,30-44,0
661,A & N Islands,2003,Causes Not known,No Education,No,Farming/Agriculture Activity,Married,M,30-44,0
662,A & N Islands,2003,Poverty,Hr. Secondary/Intermediate/Pre-Universit,By Drowning,Farming/Agriculture Activity,Never Married,M,30-44,3
663,A & N Islands,2003,Death of Dear Person,Graduate,By Drowning,Professional Activity,Widowed,M,30-44,2
664,A & N Islands,2003,Divorce,No Education,No,Self Employed,Divorcee,M,30-44,0
665,A & N Islands,2003,Drug Abuse/Addiction,No Education,No,Self Employed,Married,M,30-44,0
666,A & N Islands,2003,Family Problems,Graduate,No,Public Sector Undertaking,Married,M,30-44,0
667,A & N Islands,2003,Unemployment,Graduate,By Jumping from (Other sites),Unemployed,Never Married,M,30-44,4
668,A & N Islands,2003,Not having Children,No Education,No,Self Employed,Married,M,30-44,0
669,A & N Islands,2003,Cancellation/Non-Settlement of Marriage,No Education,No,Farming/Agriculture Activity,Married,M,30-44,0
670,A & N Islands,2003,Professional/Career Problem,Post Graduate and Above,By Jumping off Moving Vehicles/Trains,Professional Activity,Married,M,30-44,1
671,A & N Islands,2003,Illegitimate Pregnancy,No Education,No,Unemployed,Married,M,30-44,0
672,A & N Islands,2003,Other Prolonged Illness,Hr. Secondary/Intermediate/Pre-Universit,No,Self Employed,Married,M,30-44,0
673,A & N Islands,2003,Fall in Social Reputation,Graduate,By Jumping off Moving Vehicles/Trains,Professional Activity,Married,M,30-44,3
674,A & N Islands,2003,Cancer,No Education,By Consuming Other Poison,House Wife,Married,M,30-44,1
675,A & N Islands,2003,Suspected/Illicit Relation,Middle,No,Farming/Agriculture Activity,Never Married,M,30-44,0
676,A & N Islands,2003,Physical Abuse (Rape/Incest Etc.),No Education,No,Self Employed,Married,M,30-44,0
677,A & N Islands,2003,Paralysis,No Education,No,Unemployed,Never Married,M,30-44,0
678,A & N Islands,2003,Ideological Causes/Hero Worshipping,Graduate,No,Public Sector Undertaking,Married,F,45-59,0
679,A & N Islands,2003,Other Prolonged Illness,No Education,No,House Wife,Married,F,45-59,0
680,A & N Islands,2003,Insanity/Mental Illness,Hr. Secondary/Intermediate/Pre-Universit,By Drowning,Unemployed,Married,F,45-59,2
681,A & N Islands,2003,Property Dispute,No Education,No,Unemployed,Married,F,45-59,0
682,A & N Islands,2003,Cancellation/Non-Settlement of Marriage,Middle,No,House Wife,Married,F,45-59,0
683,A & N Islands,2003,Family Problems,No Education,No,Self Employed,Married,F,45-59,0
684,A & N Islands,2003,Poverty,Primary,No,Farming/Agriculture Activity,Widowed,F,45-59,0
685,A & N Islands,2003,Causes Not known,No Education,No,Self Employed,Married,F,45-59,0
686,A & N Islands,2003,Illegitimate Pregnancy,No Education,No,House Wife,Married,F,45-59,0
687,A & N Islands,2003,Suspected/Illicit Relation,No Education,No,Self Employed,Never Married,F,45-59,0
688,A & N Islands,2003,Cancer,Graduate,No,Farming/Agriculture Activity,Married,F,45-59,0
689,A & N Islands,2003,Dowry Dispute,No Education,No,Unemployed,Married,F,45-59,0
690,A & N Islands,2003,Drug Abuse/Addiction,Primary,No,House Wife,Widowed,F,45-59,0
691,A & N Islands,2003,Fall in Social Reputation,No Education,No,Self Employed,Married,F,45-59,0
692,A & N Islands,2003,Professional/Career Problem,Post Graduate and Above,No,House Wife,Married,F,45-59,0
693,A & N Islands,2003,Illness (Aids/STD),No Education,No,House Wife,Married,F,45-59,0
694,A & N Islands,2003,Unemployment,No Education,No,Unemployed,Married,F,45-59,0
695,A & N Islands,2003,Death of Dear Person,Graduate,No,Public Sector Undertaking,Widowed,F,45-59,0
696,A & N Islands,2003,Divorce,No Education,No,House Wife,Divorcee,F,45-59,0
697,A & N Islands,2003,Love Affairs,No Education,No,Unemployed,Married,F,45-59,0
698,A & N Islands,2003,Not having Children,No Education,No,House Wife,Married,F,45-59,0
699,A & N Islands,2003,Failure in Examination,No Education,No,Self Employed,Married,F,45-59,0
700,A & N Islands,2003,Physical Abuse (Rape/Incest Etc.),Primary,No,House Wife,Married,F,45-59,0
701,A & N Islands,2003,Bankruptcy or Sudden change in Economic Status,Graduate,No,House Wife,Married,F,45-59,0
702,A & N Islands,2003,Other Causes,No Education,No,Self Employed,Married,F,45-59,0
703,A & N Islands,2003,Not having Children,No Education,No,House Wife,Married,F,45-59,0
704,A & N Islands,2003,Divorce,No Education,No,Self Employed,Divorcee,M,45-59,0
705,A & N Islands,2003,Fall in Social Reputation,No Education,No,Self Employed,Married,M,45-59,0
706,A & N Islands,2003,Unemployment,Hr. Secondary/Intermediate/Pre-Universit,No,Professional Activity,Never Married,M,45-59,0
707,A & N Islands,2003,Paralysis,No Education,No,Unemployed,Widowed,M,45-59,0
708,A & N Islands,2003,Drug Abuse/Addiction,No Education,No,Farming/Agriculture Activity,Married,M,45-59,0
709,A & N Islands,2003,Bankruptcy or Sudden change in Economic Status,No Education,No,Professional Activity,Married,M,45-59,0
710,A & N Islands,2003,Physical Abuse (Rape/Incest Etc.),No Education,No,Unemployed,Married,M,45-59,0
711,A & N Islands,2003,Professional/Career Problem,No Education,No,Professional Activity,Married,M,45-59,0
712,A & N Islands,2003,Causes Not known,Post Graduate and Above,No,Public Sector Undertaking,Married,M,45-59,0
713,A & N Islands,2003,Family Problems,No Education,By Drowning or By Hanging,Unemployed,Married,M,45-59,5
714,A & N Islands,2003,Suspected/Illicit Relation,Middle,By Consuming Other Poison,Self Employed,Never Married,M,45-59,1
715,A & N Islands,2003,Insanity/Mental Illness,No Education,No,Self Employed,Married,M,45-59,0
716,A & N Islands,2003,Poverty,No Education,By Consuming Insecticides,Self Employed,Married,M,45-59,1
717,A & N Islands,2003,Dowry Dispute,Primary,No,Self Employed,Married,M,45-59,0
718,A & N Islands,2003,Other Causes,No Education,No,Professional Activity,Married,M,45-59,0
719,A & N Islands,2003,Cancellation/Non-Settlement of Marriage,No Education,By Fire/Self Immolation,Farming/Agriculture Activity,Married,M,45-59,2
720,A & N Islands,2003,Ideological Causes/Hero Worshipping,Middle,No,Self Employed,Married,M,45-59,0
721,A & N Islands,2003,Illegitimate Pregnancy,No Education,No,Self Employed,Never Married,M,45-59,0
722,A & N Islands,2003,Love Affairs,Graduate,No,Farming/Agriculture Activity,Married,M,45-59,0
723,A & N Islands,2003,Property Dispute,Graduate,No,Public Sector Undertaking,Married,M,45-59,0
724,A & N Islands,2003,Other Prolonged Illness,No Education,No,Self Employed,Married,M,45-59,0
725,A & N Islands,2003,Cancer,Primary,By Drowning or By Hanging,Unemployed,Married,M,45-59,8
726,A & N Islands,2003,Failure in Examination,No Education,No,Self Employed,Widowed,M,45-59,0
727,A & N Islands,2003,Death of Dear Person,Middle,No,Professional Activity,Widowed,M,45-59,0
728,A & N Islands,2003,Illness (Aids/STD),No Education,No,Unemployed,Married,M,45-59,0
729,A & N Islands,2003,Divorce,Graduate,No,Professional Activity,Divorcee,M,45-59,0
730,A & N Islands,2003,Failure in Examination,No Education,No,House Wife,Married,F,60+,0
731,A & N Islands,2003,Poverty,Hr. Secondary/Intermediate/Pre-Universit,No,Self Employed,Never Married,F,60+,0
732,A & N Islands,2003,Love Affairs,Middle,No,House Wife,Married,F,60+,0
733,A & N Islands,2003,Unemployment,Hr. Secondary/Intermediate/Pre-Universit,No,Unemployed,Married,F,60+,0
734,A & N Islands,2003,Bankruptcy or Sudden change in Economic Status,No Education,No,Self Employed,Never Married,F,60+,0
735,A & N Islands,2003,Drug Abuse/Addiction,Primary,No,House Wife,Married,F,60+,0
736,A & N Islands,2003,Family Problems,Post Graduate and Above,No,Self Employed,Married,F,60+,0
737,A & N Islands,2003,Other Prolonged Illness,No Education,No,Farming/Agriculture Activity,Married,F,60+,0
738,A & N Islands,2003,Insanity/Mental Illness,No Education,No,Self Employed,Married,F,60+,0
739,A & N Islands,2003,Cancellation/Non-Settlement of Marriage,No Education,By Hanging,House Wife,Never Married,F,60+,1
740,A & N Islands,2003,Illegitimate Pregnancy,Middle,No,House Wife,Married,F,60+,0
741,A & N Islands,2003,Physical Abuse (Rape/Incest Etc.),No Education,No,House Wife,Married,F,60+,0
742,A & N Islands,2003,Professional/Career Problem,No Education,No,Self Employed,Married,F,60+,0
743,A & N Islands,2003,Suspected/Illicit Relation,Post Graduate and Above,No,House Wife,Married,F,60+,0
744,A & N Islands,2003,Dowry Dispute,Primary,No,Self Employed,Married,F,60+,0
745,A & N Islands,2003,Ideological Causes/Hero Worshipping,No Education,No,Farming/Agriculture Activity,Married,F,60+,0
746,A & N Islands,2003,Other Causes,Middle,No,House Wife,Married,F,60+,0
747,A & N Islands,2003,Death of Dear Person,No Education,No,Self Employed,Widowed,F,60+,0
748,A & N Islands,2003,Not having Children,No Education,No,Farming/Agriculture Activity,Married,F,60+,0
749,A & N Islands,2003,Causes Not known,Graduate,No,Unemployed,Married,F,60+,0
750,A & N Islands,2003,Fall in Social Reputation,Post Graduate and Above,No,Self Employed,Married,F,60+,0
751,A & N Islands,2003,Property Dispute,No Education,No,Farming/Agriculture Activity,Married,F,60+,0
752,A & N Islands,2003,Cancer,No Education,No,House Wife,Married,F,60+,0
753,A & N Islands,2003,Illness (Aids/STD),No Education,No,Unemployed,Married,F,60+,0
754,A & N Islands,2003,Paralysis,Primary,No,Unemployed,Never Married,F,60+,0
755,A & N Islands,2003,Causes Not known,No Education,No,Unemployed,Married,F,60+,0
756,A & N Islands,2003,Suspected/Illicit Relation,No Education,By Fire/Self Immolation,Retired Person,Married,M,60+,2
757,A & N Islands,2003,Illegitimate Pregnancy,Graduate,No,Public Sector Undertaking,Never Married,M,60+,0
758,A & N Islands,2003,Failure in Examination,No Education,No,Retired Person,Married,M,60+,0
759,A & N Islands,2003,Fall in Social Reputation,No Education,No,Self Employed,Married,M,60+,0
760,A & N Islands,2003,Insanity/Mental Illness,No Education,No,Retired Person,Never Married,M,60+,0
761,A & N Islands,2003,Unemployment,Graduate,No,Unemployed,Married,M,60+,0
762,A & N Islands,2003,Other Prolonged Illness,No Education,No,Retired Person,Married,M,60+,0
763,A & N Islands,2003,Poverty,No Education,By Hanging,Self Employed,Married,M,60+,2
764,A & N Islands,2003,Cancer,Primary,No,Retired Person,Never Married,M,60+,0
765,A & N Islands,2003,Family Problems,No Education,No,Unemployed,Married,M,60+,0
766,A & N Islands,2003,Divorce,No Education,By Consuming Other Poison,Self Employed,Divorcee,M,60+,1
767,A & N Islands,2003,Not having Children,No Education,No,Farming/Agriculture Activity,Married,M,60+,0
768,A & N Islands,2003,Bankruptcy or Sudden change in Economic Status,Primary,No,Retired Person,Married,M,60+,0
769,A & N Islands,2003,Dowry Dispute,No Education,No,Self Employed,Married,M,60+,0
770,A & N Islands,2003,Ideological Causes/Hero Worshipping,No Education,No,Farming/Agriculture Activity,Married,M,60+,0
771,A & N Islands,2003,Love Affairs,Graduate,No,Retired Person,Married,M,60+,0
772,A & N Islands,2003,Other Causes,No Education,No,Unemployed,Married,M,60+,0
773,A & N Islands,2003,Illness (Aids/STD),No Education,By Consuming Other Poison,Self Employed,Never Married,M,60+,1
774,A & N Islands,2003,Death of Dear Person,No Education,No,Self Employed,Widowed,M,60+,0
775,A & N Islands,2003,Paralysis,Middle,No,Unemployed,Never Married,M,60+,0
776,A & N Islands,2003,Professional/Career Problem,No Education,No,Unemployed,Married,M,60+,0
777,A & N Islands,2003,Cancellation/Non-Settlement of Marriage,Primary,No,Farming/Agriculture Activity,Married,M,60+,0
778,A & N Islands,2003,Physical Abuse (Rape/Incest Etc.),No Education,No,Self Employed,Married,M,60+,0
779,A & N Islands,2003,Property Dispute,No Education,No,Retired Person,Married,M,60+,0
780,A & N Islands,2003,Drug Abuse/Addiction,Graduate,No,Retired Person,Married,M,60+,0
781,A & N Islands,2004,Bankruptcy or Sudden change in Economic Status,No Education,No,Farming/Agriculture Activity,Married,F,0-14,0
782,A & N Islands,2004,Cancellation/Non-Settlement of Marriage,No Education,No,Unemployed,Married,F,0-14,0
783,A & N Islands,2004,Physical Abuse (Rape/Incest Etc.),No Education,No,Unemployed,Never Married,F,0-14,0
784,A & N Islands,2004,Other Prolonged Illness,Primary,No,Unemployed,Married,F,0-14,0
785,A & N Islands,2004,Poverty,Primary,No,Unemployed,Married,F,0-14,0
786,A & N Islands,2004,Family Problems,Primary,By Hanging,Student,Never Married,F,0-14,1
787,A & N Islands,2004,Property Dispute,Middle,No,Student,Never Married,F,0-14,0
788,A & N Islands,2004,Fall in Social Reputation,No Education,No,Unemployed,Never Married,F,0-14,0
789,A & N Islands,2004,Illegitimate Pregnancy,No Education,No,Farming/Agriculture Activity,Widowed,F,0-14,0
790,A & N Islands,2004,Not having Children,No Education,No,Unemployed,Widowed,F,0-14,0
791,A & N Islands,2004,Failure in Examination,Middle,No,Student,Widowed,F,0-14,0
792,A & N Islands,2004,Insanity/Mental Illness,No Education,No,Farming/Agriculture Activity,Never Married,F,0-14,0
793,A & N Islands,2004,Professional/Career Problem,Middle,No,Student,Never Married,F,0-14,0
794,A & N Islands,2004,Dowry Dispute,No Education,No,Unemployed,Never Married,F,0-14,0
795,A & N Islands,2004,Ideological Causes/Hero Worshipping,Primary,No,Farming/Agriculture Activity,Married,F,0-14,0
796,A & N Islands,2004,Love Affairs,No Education,No,Unemployed,Never Married,F,0-14,0
797,A & N Islands,2004,Divorce,No Education,No,Farming/Agriculture Activity,Divorcee,F,0-14,0
798,A & N Islands,2004,Drug Abuse/Addiction,No Education,No,Student,Never Married,F,0-14,0
799,A & N Islands,2004,Causes Not known,Primary,No,Student,Never Married,F,0-14,0
800,A & N Islands,2004,Unemployment,No Education,No,Unemployed,Widowed,F,0-14,0
801,A & N Islands,2004,Death of Dear Person,No Education,No,Farming/Agriculture Activity,Widowed,F,0-14,0
802,A & N Islands,2004,Illness (Aids/STD),Primary,No,Unemployed,Never Married,F,0-14,0
803,A & N Islands,2004,Suspected/Illicit Relation,No Education,No,Unemployed,Married,F,0-14,0
804,A & N Islands,2004,Cancer,No Education,No,Farming/Agriculture Activity,Never Married,F,0-14,0
805,A & N Islands,2004,Other Causes,Primary,No,Unemployed,Never Married,F,0-14,0
806,A & N Islands,2004,Paralysis,No Education,No,Farming/Agriculture Activity,Married,F,0-14,0
807,A & N Islands,2004,Fall in Social Reputation,No Education,No,Unemployed,Never Married,M,0-14,0
808,A & N Islands,2004,Unemployment,No Education,No,Unemployed,Widowed,M,0-14,0
809,A & N Islands,2004,Poverty,Middle,No,Unemployed,Married,M,0-14,0
810,A & N Islands,2004,Illness (Aids/STD),Middle,No,Unemployed,Widowed,M,0-14,0
811,A & N Islands,2004,Death of Dear Person,No Education,No,Farming/Agriculture Activity,Married,M,0-14,0
812,A & N Islands,2004,Other Causes,No Education,No,Unemployed,Never Married,M,0-14,0
813,A & N Islands,2004,Cancer,Primary,No,Unemployed,Never Married,M,0-14,0
814,A & N Islands,2004,Not having Children,No Education,No,Unemployed,Never Married,M,0-14,0
815,A & N Islands,2004,Physical Abuse (Rape/Incest Etc.),No Education,No,Unemployed,Never Married,M,0-14,0
816,A & N Islands,2004,Cancellation/Non-Settlement of Marriage,Primary,No,Student,Never Married,M,0-14,0
817,A & N Islands,2004,Causes Not known,Primary,No,Farming/Agriculture Activity,Married,M,0-14,0
818,A & N Islands,2004,Paralysis,Primary,No,Unemployed,Widowed,M,0-14,0
819,A & N Islands,2004,Professional/Career Problem,No Education,No,Unemployed,Never Married,M,0-14,0
820,A & N Islands,2004,Family Problems,No Education,No,Unemployed,Never Married,M,0-14,0
821,A & N Islands,2004,Love Affairs,Middle,No,Student,Never Married,M,0-14,0
822,A & N Islands,2004,Other Prolonged Illness,No Education,No,Unemployed,Never Married,M,0-14,0
823,A & N Islands,2004,Property Dispute,No Education,No,Unemployed,Never Married,M,0-14,0
824,A & N Islands,2004,Dowry Dispute,Primary,No,Farming/Agriculture Activity,Never Married,M,0-14,0
825,A & N Islands,2004,Ideological Causes/Hero Worshipping,No Education,No,Unemployed,Never Married,M,0-14,0
826,A & N Islands,2004,Illegitimate Pregnancy,No Education,No,Unemployed,Married,M,0-14,0
827,A & N Islands,2004,Bankruptcy or Sudden change in Economic Status,Primary,No,Unemployed,Never Married,M,0-14,0
828,A & N Islands,2004,Insanity/Mental Illness,Primary,No,Student,Never Married,M,0-14,0
829,A & N Islands,2004,Divorce,No Education,No,Farming/Agriculture Activity,Divorcee,M,0-14,0
830,A & N Islands,2004,Failure in Examination,Primary,No,Student,Never Married,M,0-14,0
831,A & N Islands,2004,Drug Abuse/Addiction,No Education,No,Unemployed,Never Married,M,0-14,0
832,A & N Islands,2004,Suspected/Illicit Relation,No Education,No,Farming/Agriculture Activity,Married,M,0-14,0
